Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Queens West,QW09,11,2018,May,21.3,37.9,74.3,51.7
Staten Island,SI01,11,2018,May,19.5,43.5,76.4,55.2
Staten Island,SI02,11,2018,May,17.9,48.2,75.8,58.1
Staten Island,SI03,11,2018,May,18.6,50.1,84.0,62.1
Brooklyn North,BKN01,5,2018,November,15.1,51.7,43.5,48.0
Brooklyn North,BKN02,5,2018,November,20.2,32.7,57.7,39.6
Brooklyn North,BKN03,5,2018,November,11.6,37.5,40.1,38.7
Brooklyn North,BKN04,5,2018,November,14.3,38.0,59.5,47.8
Brooklyn North,BKN05,5,2018,November,9.9,26.3,40.1,32.6
Brooklyn North,BKN08,5,2018,November,16.6,50.7,55.0,52.6
Brooklyn North,BKN09,5,2018,November,12.4,31.9,49.8,38.0
Brooklyn North,BKN16,5,2018,November,9.3,23.8,32.7,27.9
Brooklyn North,BKN17,5,2018,November,14.3,29.1,68.9,42.7
Brooklyn South,BKS06,5,2018,November,30.2,46.5,81.6,56.2
Brooklyn South,BKS07,5,2018,November,23.7,45.5,80.5,57.4
Brooklyn South,BKS10,5,2018,November,25.8,56.9,87.6,67.4
Brooklyn South,BKS11,5,2018,November,20.6,46.7,73.2,55.7
Brooklyn South,BKS12,5,2018,November,16.4,54.9,42.3,49.2
Brooklyn South,BKS13,5,2018,November,14.8,41.4,50.6,45.4
Brooklyn South,BKS14,5,2018,November,15.8,34.6,55.2,41.1
Brooklyn South,BKS15,5,2018,November,21.3,48.8,71.1,56.4
Brooklyn South,BKS18,5,2018,November,16.9,32.8,68.8,44.2
Bronx,BX01,5,2018,November,6.4,18.3,24.6,21.1
Bronx,BX02,5,2018,November,11.8,29.0,51.8,38.9
Bronx,BX03,5,2018,November,8.5,22.4,35.2,28.0
Bronx,BX04,5,2018,November,11.0,27.4,47.2,36.0
Bronx,BX05,5,2018,November,10.8,25.1,48.9,35.5
Bronx,BX06,5,2018,November,12.7,31.7,43.2,36.7
Bronx,BX07,5,2018,November,14.0,32.4,61.7,45.2
Bronx,BX08,5,2018,November,21.7,41.8,80.0,53.9
Bronx,BX09,5,2018,November,9.5,24.7,39.5,31.4
Bronx,BX10,5,2018,November,21.5,43.2,75.4,54.2
Bronx,BX11,5,2018,November,18.9,33.7,60.9,42.9
Bronx,BX12,5,2018,November,22.1,34.3,84.3,51.3
Manhattan,MN01,5,2018,November,26.4,42.2,75.4,49.8
Manhattan,MN02,5,2018,November,25.8,37.7,86.4,48.9
Manhattan,MN03,5,2018,November,14.5,43.1,44.4,43.6
Manhattan,MN04,5,2018,November,22.3,31.4,83.0,43.3
Manhattan,MN05,5,2018,November,19.0,28.4,64.9,36.8
Manhattan,MN06,5,2018,November,22.4,32.2,75.9,42.3
Manhattan,MN07,5,2018,November,27.4,41.5,84.5,51.4
Manhattan,MN08,5,2018,November,25.9,40.3,82.3,49.9
Manhattan,MN09,5,2018,November,18.8,52.8,50.2,51.7
Manhattan,MN10,5,2018,November,15.1,39.3,54.0,45.7
Manhattan,MN11,5,2018,November,11.2,40.5,32.1,36.8
Manhattan,MN12,5,2018,November,16.0,44.2,57.3,49.9
Queens East,QE07,5,2018,November,23.0,48.7,72.2,56.7
Queens East,QE08,5,2018,November,20.8,27.8,51.1,34.2
Queens East,QE10,5,2018,November,20.6,35.7,81.9,50.3
Queens East,QE11,5,2018,November,29.2,51.1,81.2,60.6
Queens East,QE12,5,2018,November,17.2,33.1,72.6,48.8
Queens East,QE13,5,2018,November,19.6,32.4,84.5,48.8
Queens East,QE14,5,2018,November,14.2,32.1,46.4,37.0
Queens West,QW01,5,2018,November,19.8,47.9,83.9,60.2
Queens West,QW02,5,2018,November,22.1,51.9,82.1,62.2
Queens West,QW03,5,2018,November,14.8,31.8,69.9,44.8
Queens West,QW04,5,2018,November,15.3,34.5,70.5,46.8
Queens West,QW05,5,2018,November,25.3,46.4,94.1,62.7
Queens West,QW06,5,2018,November,23.6,29.5,76.0,40.2
Queens West,QW09,5,2018,November,25.1,41.6,84.5,56.2
Staten Island,SI01,5,2018,November,22.9,38.5,75.3,50.1
Staten Island,SI02,5,2018,November,21.8,42.4,74.6,52.5
Staten Island,SI03,5,2018,November,24.6,44.3,81.3,56.0
Brooklyn North,BKN01,4,2018,October,15.0,51.1,43.7,47.8
Brooklyn North,BKN02,4,2018,October,19.8,33.6,56.7,40.0
Brooklyn North,BKN03,4,2018,October,11.6,36.5,41.0,38.6
Brooklyn North,BKN04,4,2018,October,14.2,35.4,61.8,47.4
Brooklyn North,BKN05,4,2018,October,9.6,23.9,41.4,31.8
Brooklyn North,BKN08,4,2018,October,16.1,49.9,54.6,52.0
Brooklyn North,BKN09,4,2018,October,12.0,31.0,48.2,36.9
Brooklyn North,BKN16,4,2018,October,8.7,22.4,31.4,26.5
Brooklyn North,BKN17,4,2018,October,13.3,27.6,67.9,41.3
Brooklyn South,BKS06,4,2018,October,29.7,46.1,82.9,56.2
Brooklyn South,BKS07,4,2018,October,23.7,42.2,89.9,58.5
Brooklyn South,BKS10,4,2018,October,24.0,54.3,86.8,65.4
Brooklyn South,BKS11,4,2018,October,20.2,44.7,72.8,54.3
Brooklyn South,BKS12,4,2018,October,15.4,51.7,44.2,48.3
Brooklyn South,BKS13,4,2018,October,14.1,39.2,47.9,43.0
Brooklyn South,BKS14,4,2018,October,14.6,33.1,55.8,40.3
Brooklyn South,BKS15,4,2018,October,19.7,45.4,69.9,53.7
Brooklyn South,BKS18,4,2018,October,15.2,32.4,69.1,44.0
Bronx,BX01,4,2018,October,6.5,18.0,25.3,21.2
Bronx,BX02,4,2018,October,12.2,30.6,52.2,40.0
Bronx,BX03,4,2018,October,8.7,23.1,35.6,28.5
Bronx,BX04,4,2018,October,10.9,26.3,48.5,36.0
Bronx,BX05,4,2018,October,10.7,23.8,49.6,35.1
Bronx,BX06,4,2018,October,13.7,32.3,44.9,37.8
Bronx,BX07,4,2018,October,13.6,31.8,61.4,44.7
Bronx,BX08,4,2018,October,19.9,40.3,81.9,53.5
Bronx,BX09,4,2018,October,9.6,24.7,40.5,31.9
Bronx,BX10,4,2018,October,20.3,40.8,79.4,54.0
Bronx,BX11,4,2018,October,16.9,32.9,62.5,43.0
Bronx,BX12,4,2018,October,21.0,33.5,85.5,51.2
Manhattan,MN01,4,2018,October,26.3,42.0,75.5,49.7
Manhattan,MN02,4,2018,October,26.0,38.2,85.7,49.1
Manhattan,MN03,4,2018,October,14.6,43.8,43.8,43.8
Manhattan,MN04,4,2018,October,22.1,31.5,81.0,42.9
Manhattan,MN05,4,2018,October,19.3,29.1,65.3,37.4
Manhattan,MN06,4,2018,October,22.3,32.8,75.3,42.5
Manhattan,MN07,4,2018,October,26.7,40.7,81.9,50.1
Manhattan,MN08,4,2018,October,25.7,40.1,80.7,49.4
Manhattan,MN09,4,2018,October,18.7,54.2,48.7,51.8
Manhattan,MN10,4,2018,October,15.1,38.4,54.7,45.6
Manhattan,MN11,4,2018,October,11.4,39.7,34.2,37.3
Manhattan,MN12,4,2018,October,15.5,42.8,55.6,48.4
Queens East,QE07,4,2018,October,21.6,47.3,73.9,56.4
Queens East,QE08,4,2018,October,18.6,26.1,55.6,34.2
Queens East,QE10,4,2018,October,19.4,32.1,85.9,49.0
Queens East,QE11,4,2018,October,26.4,51.0,83.3,61.2
Queens East,QE12,4,2018,October,13.5,30.1,74.9,47.9
Queens East,QE13,4,2018,October,16.7,29.7,89.2,48.4
Queens East,QE14,4,2018,October,11.7,29.9,49.0,36.4
Queens West,QW01,4,2018,October,19.1,46.9,84.1,59.6
Queens West,QW02,4,2018,October,20.2,48.9,90.3,63.0
Queens West,QW03,4,2018,October,13.8,29.2,69.6,43.0
Queens West,QW04,4,2018,October,14.7,32.9,70.7,45.8
Queens West,QW05,4,2018,October,24.1,43.0,98.1,61.8
Queens West,QW06,4,2018,October,20.1,28.4,75.0,39.1
Queens West,QW09,4,2018,October,18.2,36.9,88.4,54.5
Staten Island,SI01,4,2018,October,19.7,38.1,79.8,51.2
Staten Island,SI02,4,2018,October,19.4,41.8,78.2,53.2
Staten Island,SI03,4,2018,October,20.6,44.1,88.7,58.1
Brooklyn North,BKN01,3,2018,September,15.3,53.1,43.0,48.5
Brooklyn North,BKN02,3,2018,September,19.9,34.7,55.8,40.5
Brooklyn North,BKN03,3,2018,September,12.1,38.9,41.9,40.3
Brooklyn North,BKN04,3,2018,September,14.5,36.8,61.9,48.2
Brooklyn North,BKN05,3,2018,September,9.9,25.8,41.4,32.9
Brooklyn North,BKN08,3,2018,September,15.9,50.7,53.2,51.8
Brooklyn North,BKN09,3,2018,September,12.5,31.7,49.5,37.7
Brooklyn North,BKN16,3,2018,September,9.3,25.0,32.0,28.2
Brooklyn North,BKN17,3,2018,September,13.5,28.2,69.0,42.1
Brooklyn South,BKS06,3,2018,September,29.6,47.6,81.3,56.9
Brooklyn South,BKS07,3,2018,September,25.0,53.1,88.4,65.2
Brooklyn South,BKS10,3,2018,September,23.9,55.6,86.3,66.1
Brooklyn South,BKS11,3,2018,September,20.1,45.8,71.6,54.6
Brooklyn South,BKS12,3,2018,September,16.2,57.2,42.7,50.6
Brooklyn South,BKS13,3,2018,September,14.5,41.3,48.3,44.4
Brooklyn South,BKS14,3,2018,September,14.5,34.2,53.4,40.3
Brooklyn South,BKS15,3,2018,September,19.9,48.7,68.3,55.4
Brooklyn South,BKS18,3,2018,September,15.1,32.7,68.1,43.8
Bronx,BX01,3,2018,September,6.8,19.9,25.9,22.5
Bronx,BX02,3,2018,September,13.5,34.4,57.6,44.5
Bronx,BX03,3,2018,September,9.1,25.8,35.6,30.0
Bronx,BX04,3,2018,September,11.2,27.7,48.4,36.7
Bronx,BX05,3,2018,September,11.0,25.9,49.4,36.2
Bronx,BX06,3,2018,September,13.9,36.1,44.2,39.6
Bronx,BX07,3,2018,September,13.9,33.5,61.7,45.8
Bronx,BX08,3,2018,September,20.5,44.5,80.2,55.8
Bronx,BX09,3,2018,September,9.6,25.3,40.1,32.0
Bronx,BX10,3,2018,September,20.2,42.1,78.5,54.5
Bronx,BX11,3,2018,September,17.2,34.1,64.2,44.4
Bronx,BX12,3,2018,September,19.9,34.9,87.4,52.8
Manhattan,MN01,3,2018,September,27.4,43.1,81.5,52.0
Manhattan,MN02,3,2018,September,25.7,38.2,84.8,48.9
Manhattan,MN03,3,2018,September,14.5,45.5,42.8,44.3
Manhattan,MN04,3,2018,September,21.8,31.5,79.1,42.4
Manhattan,MN05,3,2018,September,18.5,28.5,60.9,36.0
Manhattan,MN06,3,2018,September,22.1,32.4,74.8,42.2
Manhattan,MN07,3,2018,September,26.7,41.3,80.4,50.3
Manhattan,MN08,3,2018,September,25.6,40.6,78.1,49.2
Manhattan,MN09,3,2018,September,18.8,60.4,47.6,54.8
Manhattan,MN10,3,2018,September,15.5,38.9,57.1,46.9
Manhattan,MN11,3,2018,September,11.4,42.2,31.6,37.6
Manhattan,MN12,3,2018,September,15.7,45.1,56.0,49.9
Queens East,QE07,3,2018,September,17.9,47.3,71.8,55.7
Queens East,QE08,3,2018,September,15.7,26.7,56.2,34.8
Queens East,QE10,3,2018,September,19.6,33.6,88.5,50.9
Queens East,QE11,3,2018,September,26.0,53.0,83.8,62.7
Queens East,QE12,3,2018,September,13.7,30.2,76.9,48.8
Queens East,QE13,3,2018,September,17.2,30.4,91.9,49.8
Queens East,QE14,3,2018,September,11.9,30.0,50.2,36.9
Queens West,QW01,3,2018,September,19.5,47.9,85.7,60.8
Queens West,QW02,3,2018,September,19.8,50.1,83.7,61.6
Queens West,QW03,3,2018,September,14.1,29.8,70.7,43.8
Queens West,QW04,3,2018,September,15.0,34.4,70.6,46.7
Queens West,QW05,3,2018,September,24.4,44.1,101.8,63.8
Queens West,QW06,3,2018,September,20.8,29.2,77.7,40.3
Queens West,QW09,3,2018,September,18.0,37.5,87.5,54.6
Staten Island,SI01,3,2018,September,19.8,37.8,81.4,51.5
Staten Island,SI02,3,2018,September,19.3,41.8,81.2,54.2
Staten Island,SI03,3,2018,September,20.3,44.2,87.5,57.8
Brooklyn North,BKN01,10,2017,April,13.8,42.3,42.3,42.3
Brooklyn North,BKN02,10,2017,April,17.4,33.5,54.2,39.6
Brooklyn North,BKN03,10,2017,April,11.3,31.7,41.1,35.5
Brooklyn North,BKN04,10,2017,April,14.3,31.5,64.7,45.0
Brooklyn North,BKN05,10,2017,April,10.0,23.4,43.3,31.5
Brooklyn North,BKN08,10,2017,April,16.2,43.7,58.6,49.8
Brooklyn North,BKN09,10,2017,April,13.1,33.6,45.5,38.1
Brooklyn North,BKN16,10,2017,April,8.7,22.1,35.0,27.4
Brooklyn North,BKN17,10,2017,April,13.6,29.5,61.0,41.5
Brooklyn South,BKS06,10,2017,April,30.1,49.1,85.0,59.7
Brooklyn South,BKS07,10,2017,April,21.0,50.2,71.5,58.3
Brooklyn South,BKS10,10,2017,April,24.6,57.1,80.3,65.9
Brooklyn South,BKS11,10,2017,April,18.7,47.3,65.9,54.3
Brooklyn South,BKS12,10,2017,April,15.1,48.8,45.6,47.5
Brooklyn South,BKS13,10,2017,April,14.1,45.1,50.1,47.3
Brooklyn South,BKS14,10,2017,April,14.3,37.5,54.0,43.2
Brooklyn South,BKS15,10,2017,April,18.2,50.6,63.2,55.4
Brooklyn South,BKS18,10,2017,April,15.6,41.8,73.7,53.2
Bronx,BX01,10,2017,April,6.8,19.3,27.4,22.8
Bronx,BX02,10,2017,April,13.0,32.8,57.5,43.6
Bronx,BX03,10,2017,April,8.7,24.2,35.7,29.2
Bronx,BX04,10,2017,April,11.1,28.6,48.3,37.2
Bronx,BX05,10,2017,April,11.5,27.8,52.9,38.7
Bronx,BX06,10,2017,April,14.4,36.6,51.2,43.0
Bronx,BX07,10,2017,April,13.8,33.6,62.6,46.2
Bronx,BX08,10,2017,April,19.8,45.8,80.3,57.6
Bronx,BX09,10,2017,April,9.4,21.0,42.0,29.6
Bronx,BX10,10,2017,April,18.5,42.7,68.3,52.4
Bronx,BX11,10,2017,April,14.1,34.6,56.3,42.9
Bronx,BX12,10,2017,April,16.3,35.2,73.1,49.6
Manhattan,MN01,10,2017,April,26.7,44.2,76.1,51.9
Manhattan,MN02,10,2017,April,25.1,38.5,82.7,49.1
Manhattan,MN03,10,2017,April,13.8,42.7,44.7,43.6
Manhattan,MN04,10,2017,April,21.8,31.5,80.3,43.3
Manhattan,MN05,10,2017,April,18.8,29.4,62.6,37.4
Manhattan,MN06,10,2017,April,22.0,33.1,75.2,43.2
Manhattan,MN07,10,2017,April,26.1,40.2,83.2,50.6
Manhattan,MN08,10,2017,April,25.7,41.1,81.3,50.8
Manhattan,MN09,10,2017,April,17.9,56.6,49.9,53.7
Manhattan,MN10,10,2017,April,14.4,39.5,58.0,47.6
Manhattan,MN11,10,2017,April,11.8,42.6,32.8,38.3
Manhattan,MN12,10,2017,April,15.7,45.3,59.4,51.5
Queens East,QE07,10,2017,April,18.1,49.0,65.1,55.1
Queens East,QE08,10,2017,April,15.8,29.3,55.0,36.9
Queens East,QE10,10,2017,April,21.1,45.0,94.5,62.6
Queens East,QE11,10,2017,April,28.0,65.1,93.7,75.3
Queens East,QE12,10,2017,April,14.1,37.0,68.4,51.4
Queens East,QE13,10,2017,April,17.5,40.4,94.4,59.6
Queens East,QE14,10,2017,April,11.8,31.3,43.9,36.1
Queens West,QW01,10,2017,April,19.6,49.9,76.0,59.8
Queens West,QW02,10,2017,April,19.8,51.3,75.2,60.4
Queens West,QW03,10,2017,April,14.6,32.3,64.4,44.5
Queens West,QW04,10,2017,April,14.8,35.3,60.8,45.0
Queens West,QW05,10,2017,April,25.3,47.4,91.4,64.1
Queens West,QW06,10,2017,April,20.7,29.5,78.1,41.2
Queens West,QW09,10,2017,April,18.7,40.8,79.6,55.5
Staten Island,SI01,10,2017,April,19.9,48.0,87.6,62.1
Staten Island,SI02,10,2017,April,19.8,54.1,87.8,66.1
Staten Island,SI03,10,2017,April,20.2,55.1,91.1,67.9
Brooklyn North,BKN01,2,2017,August,15.6,48.1,45.8,47.0
Brooklyn North,BKN02,2,2017,August,17.2,31.3,52.1,37.4
Brooklyn North,BKN03,2,2017,August,11.3,31.0,38.5,34.4
Brooklyn North,BKN04,2,2017,August,13.6,31.8,53.0,41.5
Brooklyn North,BKN05,2,2017,August,9.7,23.4,37.4,29.8
Brooklyn North,BKN08,2,2017,August,14.9,42.9,48.6,45.5
Brooklyn North,BKN09,2,2017,August,11.7,30.4,39.8,34.1
Brooklyn North,BKN16,2,2017,August,8.1,21.6,28.2,24.6
Brooklyn North,BKN17,2,2017,August,13.2,27.7,54.9,38.5
Brooklyn South,BKS06,2,2017,August,28.4,44.4,81.2,55.2
Brooklyn South,BKS07,2,2017,August,21.9,56.7,61.4,58.6
Brooklyn South,BKS10,2,2017,August,24.0,55.8,70.1,61.4
Brooklyn South,BKS11,2,2017,August,17.1,45.2,57.0,49.9
Brooklyn South,BKS12,2,2017,August,14.6,50.1,37.8,44.5
Brooklyn South,BKS13,2,2017,August,13.4,36.3,51.6,42.8
Brooklyn South,BKS14,2,2017,August,13.7,30.9,52.0,37.8
Brooklyn South,BKS15,2,2017,August,17.2,46.6,55.4,50.1
Brooklyn South,BKS18,2,2017,August,15.1,35.4,59.5,43.9
Bronx,BX01,2,2017,August,6.5,17.2,25.7,20.8
Bronx,BX02,2,2017,August,12.9,32.3,53.1,41.2
Bronx,BX03,2,2017,August,8.8,22.2,36.4,28.3
Bronx,BX04,2,2017,August,10.9,26.6,45.9,34.9
Bronx,BX05,2,2017,August,11.8,25.3,54.0,37.6
Bronx,BX06,2,2017,August,11.9,32.7,44.8,37.9
Bronx,BX07,2,2017,August,13.6,30.5,60.7,43.4
Bronx,BX08,2,2017,August,20.1,41.4,79.4,53.7
Bronx,BX09,2,2017,August,9.6,23.2,36.9,29.5
Bronx,BX10,2,2017,August,18.3,42.2,62.7,50.3
Bronx,BX11,2,2017,August,13.9,33.8,50.7,40.5
Bronx,BX12,2,2017,August,16.2,33.6,68.0,47.3
Manhattan,MN01,2,2017,August,26.0,44.1,63.5,49.3
Manhattan,MN02,2,2017,August,23.8,37.7,69.3,46.2
Manhattan,MN03,2,2017,August,13.2,40.1,43.7,41.7
Manhattan,MN04,2,2017,August,21.6,31.9,69.3,42.0
Manhattan,MN05,2,2017,August,17.6,29.0,48.3,34.2
Manhattan,MN06,2,2017,August,21.0,32.3,63.6,40.8
Manhattan,MN07,2,2017,August,25.9,41.5,71.8,49.6
Manhattan,MN08,2,2017,August,25.4,41.9,69.3,49.3
Manhattan,MN09,2,2017,August,17.2,57.2,48.2,53.4
Manhattan,MN10,2,2017,August,14.3,36.3,56.7,45.0
Manhattan,MN11,2,2017,August,11.4,40.2,31.4,36.4
Manhattan,MN12,2,2017,August,15.1,41.0,57.7,48.2
Queens East,QE07,2,2017,August,17.3,47.2,55.0,50.3
Queens East,QE08,2,2017,August,15.6,28.1,48.3,34.0
Queens East,QE10,2,2017,August,20.6,36.8,77.2,51.1
Queens East,QE11,2,2017,August,21.0,54.6,73.1,61.2
Queens East,QE12,2,2017,August,13.5,33.6,55.9,44.3
Queens East,QE13,2,2017,August,17.4,34.7,79.5,50.6
Queens East,QE14,2,2017,August,10.9,28.4,37.2,31.9
Queens West,QW01,2,2017,August,19.6,49.8,68.2,57.1
Queens West,QW02,2,2017,August,19.5,51.8,64.1,56.7
Queens West,QW03,2,2017,August,13.9,31.7,54.1,40.6
Queens West,QW04,2,2017,August,14.5,35.1,53.0,42.2
Queens West,QW05,2,2017,August,23.0,49.0,81.3,61.9
Queens West,QW06,2,2017,August,20.4,30.8,63.3,39.6
Queens West,QW09,2,2017,August,18.0,41.0,69.6,52.4
Staten Island,SI01,2,2017,August,18.7,38.2,70.5,49.7
Staten Island,SI02,2,2017,August,18.2,43.4,69.7,52.7
Staten Island,SI03,2,2017,August,20.2,47.0,80.1,58.7
Brooklyn North,BKN01,6,2017,December,15.6,50.7,46.0,48.8
Brooklyn North,BKN02,6,2017,December,19.5,35.8,55.9,41.5
Brooklyn North,BKN03,6,2017,December,12.4,37.3,42.3,39.3
Brooklyn North,BKN04,6,2017,December,15.4,38.8,62.7,48.6
Brooklyn North,BKN05,6,2017,December,11.1,29.1,43.8,35.1
Brooklyn North,BKN08,6,2017,December,16.8,48.9,56.1,51.8
Brooklyn North,BKN09,6,2017,December,13.9,33.0,43.7,36.9
Brooklyn North,BKN16,6,2017,December,9.6,26.7,36.0,30.5
Brooklyn North,BKN17,6,2017,December,14.8,31.3,59.1,41.4
Brooklyn South,BKS06,6,2017,December,31.6,50.4,82.7,59.6
Brooklyn South,BKS07,6,2017,December,22.3,48.6,68.6,55.9
Brooklyn South,BKS10,6,2017,December,26.5,60.8,75.0,66.0
Brooklyn South,BKS11,6,2017,December,21.2,49.1,62.9,54.1
Brooklyn South,BKS12,6,2017,December,15.7,53.6,43.9,49.6
Brooklyn South,BKS13,6,2017,December,15.2,47.6,50.6,48.9
Brooklyn South,BKS14,6,2017,December,15.2,34.0,51.3,39.4
Brooklyn South,BKS15,6,2017,December,19.5,52.2,58.9,54.6
Brooklyn South,BKS18,6,2017,December,17.3,36.7,62.1,44.8
Bronx,BX01,6,2017,December,6.9,21.2,23.5,22.2
Bronx,BX02,6,2017,December,13.7,36.8,53.1,44.2
Bronx,BX03,6,2017,December,9.5,28.4,33.4,30.7
Bronx,BX04,6,2017,December,11.4,31.9,42.5,36.7
Bronx,BX05,6,2017,December,12.3,32.1,48.9,39.7
Bronx,BX06,6,2017,December,13.9,36.7,42.3,39.2
Bronx,BX07,6,2017,December,14.4,38.2,56.1,46.2
Bronx,BX08,6,2017,December,21.8,44.2,76.6,54.3
Bronx,BX09,6,2017,December,10.2,25.5,42.2,32.4
Bronx,BX10,6,2017,December,20.0,47.1,63.8,53.2
Bronx,BX11,6,2017,December,15.3,36.3,54.1,42.8
Bronx,BX12,6,2017,December,17.7,37.2,71.2,49.6
Manhattan,MN01,6,2017,December,30.1,47.0,84.1,56.5
Manhattan,MN02,6,2017,December,27.6,43.1,76.7,51.7
Manhattan,MN03,6,2017,December,14.4,45.0,42.2,43.8
Manhattan,MN04,6,2017,December,24.0,36.1,73.9,45.8
Manhattan,MN05,6,2017,December,21.0,33.9,58.1,40.1
Manhattan,MN06,6,2017,December,24.6,37.7,69.9,46.0
Manhattan,MN07,6,2017,December,28.3,45.1,74.9,52.8
Manhattan,MN08,6,2017,December,27.5,45.4,72.7,52.4
Manhattan,MN09,6,2017,December,18.7,58.9,47.3,53.7
Manhattan,MN10,6,2017,December,15.3,44.7,54.0,48.9
Manhattan,MN11,6,2017,December,12.3,44.1,31.1,38.2
Manhattan,MN12,6,2017,December,17.1,51.2,56.4,53.5
Queens East,QE07,6,2017,December,20.0,52.0,63.2,56.1
Queens East,QE08,6,2017,December,17.2,32.8,49.6,37.5
Queens East,QE10,6,2017,December,23.5,41.1,76.6,52.4
Queens East,QE11,6,2017,December,32.8,56.2,76.2,62.6
Queens East,QE12,6,2017,December,15.5,38.3,66.3,50.0
Queens East,QE13,6,2017,December,19.8,37.5,80.2,51.1
Queens East,QE14,6,2017,December,13.1,35.1,39.7,36.8
Queens West,QW01,6,2017,December,21.2,52.1,72.2,59.4
Queens West,QW02,6,2017,December,22.1,55.8,72.7,62.0
Queens West,QW03,6,2017,December,16.3,36.6,61.3,45.6
Queens West,QW04,6,2017,December,16.3,37.9,59.1,45.6
Queens West,QW05,6,2017,December,29.2,56.0,86.5,67.1
Queens West,QW06,6,2017,December,22.6,35.0,66.6,43.1
Queens West,QW09,6,2017,December,20.7,46.4,73.9,56.4
Staten Island,SI01,6,2017,December,21.9,43.4,73.0,52.9
Staten Island,SI02,6,2017,December,22.4,47.0,74.2,55.7
Staten Island,SI03,6,2017,December,23.7,53.3,75.5,60.4
Brooklyn North,BKN01,8,2017,February,14.6,45.4,46.1,45.7
Brooklyn North,BKN02,8,2017,February,18.4,32.3,56.7,39.2
Brooklyn North,BKN03,8,2017,February,11.6,32.8,42.2,36.7
Brooklyn North,BKN04,8,2017,February,14.1,31.9,63.1,44.7
Brooklyn North,BKN05,8,2017,February,9.9,23.6,42.5,31.4
Brooklyn North,BKN08,8,2017,February,16.1,43.6,58.0,49.5
Brooklyn North,BKN09,8,2017,February,13.0,29.6,42.4,34.3
Brooklyn North,BKN16,8,2017,February,8.4,21.8,33.5,26.6
Brooklyn North,BKN17,8,2017,February,13.3,25.6,57.4,37.2
Brooklyn South,BKS06,8,2017,February,29.9,45.0,85.2,56.4
Brooklyn South,BKS07,8,2017,February,19.9,40.4,69.5,51.0
Brooklyn South,BKS10,8,2017,February,24.3,51.5,77.8,61.0
Brooklyn South,BKS11,8,2017,February,18.7,41.3,63.1,49.2
Brooklyn South,BKS12,8,2017,February,14.4,48.2,41.8,45.6
Brooklyn South,BKS13,8,2017,February,13.9,40.9,49.2,44.6
Brooklyn South,BKS14,8,2017,February,14.4,30.7,52.3,37.5
Brooklyn South,BKS15,8,2017,February,18.0,44.7,60.3,50.4
Brooklyn South,BKS18,8,2017,February,15.7,30.7,62.0,40.7
Bronx,BX01,8,2017,February,6.3,17.2,23.9,20.2
Bronx,BX02,8,2017,February,12.4,30.9,51.1,40.0
Bronx,BX03,8,2017,February,8.8,23.3,34.8,28.5
Bronx,BX04,8,2017,February,10.2,24.8,42.5,32.8
Bronx,BX05,8,2017,February,10.9,24.8,47.4,35.0
Bronx,BX06,8,2017,February,14.0,33.6,45.5,39.0
Bronx,BX07,8,2017,February,13.2,30.9,56.7,42.5
Bronx,BX08,8,2017,February,19.7,38.1,76.4,50.1
Bronx,BX09,8,2017,February,9.4,21.0,42.0,29.6
Bronx,BX10,8,2017,February,18.2,39.6,66.4,49.4
Bronx,BX11,8,2017,February,13.9,30.4,54.1,39.0
Bronx,BX12,8,2017,February,16.3,31.4,70.2,45.5
Manhattan,MN01,8,2017,February,26.1,42.8,66.6,48.9
Manhattan,MN02,8,2017,February,25.2,36.8,77.6,47.3
Manhattan,MN03,8,2017,February,14.2,42.8,43.5,43.1
Manhattan,MN04,8,2017,February,22.3,31.4,74.6,42.5
Manhattan,MN05,8,2017,February,19.6,30.2,58.3,37.5
Manhattan,MN06,8,2017,February,22.6,32.2,72.8,42.7
Manhattan,MN07,8,2017,February,26.5,39.7,76.9,49.3
Manhattan,MN08,8,2017,February,25.3,39.2,74.1,48.2
Manhattan,MN09,8,2017,February,17.6,51.5,47.8,49.8
Manhattan,MN10,8,2017,February,14.3,38.1,53.8,45.2
Manhattan,MN11,8,2017,February,11.4,38.9,31.4,35.5
Manhattan,MN12,8,2017,February,15.9,44.8,56.0,49.8
Queens East,QE07,8,2017,February,18.4,45.4,62.5,51.6
Queens East,QE08,8,2017,February,16.4,29.0,53.3,35.9
Queens East,QE10,8,2017,February,21.0,34.7,80.5,49.3
Queens East,QE11,8,2017,February,27.9,50.5,81.4,60.3
Queens East,QE12,8,2017,February,14.2,32.6,64.6,46.0
Queens East,QE13,8,2017,February,18.9,33.2,82.4,48.9
Queens East,QE14,8,2017,February,11.6,28.8,38.5,32.3
Queens West,QW01,8,2017,February,20.0,45.1,74.8,55.9
Queens West,QW02,8,2017,February,20.3,47.7,72.5,56.7
Queens West,QW03,8,2017,February,14.9,30.3,61.7,41.8
Queens West,QW04,8,2017,February,14.9,31.3,59.6,41.6
Queens West,QW05,8,2017,February,26.4,45.8,89.9,61.9
Queens West,QW06,8,2017,February,21.1,29.9,70.2,40.3
